owner/repo,ageRepoDays,stargazersCount,watchersCount,language,forksCount,openIssuesCount,subscribersCount,has_wiki,acceptanceRepo,followers,followers_D,followers_boolean,following,ageUser,totalPullDeveloper,requester_experience,mergedPullUser,closedPullUser,rejectUser,acceptanceDeveloper,rate_acceptance_developer,first_Pull,watchRepo,location,idPull,numberPull,login,state,title,createdDate,mesAno,closedDate,mergedDate,lifetimeMinutes,life_time,closedBy,mergedBy,status,commitHeadSha,commitBaseSha,assignee,comments,comments_D,commitsPull,commitsPull_D,commitsbyFilesPull,authorMoreCommits,participants,additionsLines,deletionsLines,totalLines,total_lines_D,changedFiles,changedFiles_D,dirFinal,files,typeDeveloper,requesterFollowsCoreTeam,coreTeamFollowsRequester,requester_experience_project
django/django,1305,15621,15621,Python,6243,73,815,false,21,52,more than 10,has followers,23,2421,0,no experience,0,0,0,0,First_Pull,True,false,Toronto,18109137,2895,aehlke,closed,Fixed #22972 -- HashedFilesMixin.patterns should limit URL matches to their respective filetypes,2014-07-08T15:28:41Z,72014,29/08/2014 13:08,,74739,Very Slow,timgraham,,closed,5506356fa3e2c838cec9bffb0d6e2bf53facf1ce,865bc7178364145f901c5ac5a5b8eb722cc0a646,,1,has comments,1,1 commit,1,PirosB3,aehlke|timgraham|claudep,33,2,35,many lines,2,some files,django/contrib/staticfiles|tests/staticfiles_tests,django/contrib/staticfiles/storage.py|tests/staticfiles_tests/tests.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,2,829,33,very experienced,2,31,93,6,25%,False,false,India,18155550,2898,coder9042,closed,Fixed #19671 -- Added warnings and updated docs for ignored ´null´ and ´validators´ in M2MField. Admin filter changed to avoid checking null on M2MField,2014-07-09T11:47:53Z,72014,09/07/2014 20:03,,495,Very Fast,timgraham,,closed,bba8edbabd5b4e9080c2862aafcc606db8ef84a0,5e2c4a4bd1f86962842783e0b42ada7b9c14c247,,0,no comments,1,1 commit,21,timgraham,coder9042|timgraham,75,15,90,many lines,14,many files,django/contrib/admin|django/db/models/fields|docs/ref|docs/ref/models|tests/admin_filters|tests/admin_widgets|tests/forms_tests|tests/invalid_models_tests|tests/m2m_regress|tests/model_package/models|tests/model_package|tests/queries|tests/serializers_regress|tests/update_only_fields,django/contrib/admin/filters.py|django/db/models/fields/related.py|docs/ref/checks.txt|docs/ref/models/fields.txt|tests/admin_filters/models.py|tests/admin_widgets/models.py|tests/forms_tests/models.py|tests/invalid_models_tests/test_relative_fields.py|tests/m2m_regress/models.py|tests/model_package/models/article.py|tests/model_package/tests.py|tests/queries/models.py|tests/serializers_regress/models.py|tests/update_only_fields/models.py,external,true,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,20,more than 10,has followers,1,1790,5,little experience,0,5,100,0,First_Pull,True,false,Melbourne  Australia,18162160,2899,jarshwah,closed,Fix #21272 - Oracle inspectdb includes Views,2014-07-09T14:10:11Z,72014,22/09/2014 09:10,,107700,Very Slow,claudep,,closed,b3185f0eaba964504d402be9c11c41798c4915a6,011abb7d96c75f6154c15a8a0f997d8c27698679,,3,has comments,1,1 commit,2,PirosB3,jarshwah|timgraham|shaib|claudep,12,1,13,some lines,2,some files,django/db/backends/oracle|tests/introspection,django/db/backends/oracle/introspection.py|tests/introspection/tests.py,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,20,more than 10,has followers,1,1790,6,Regular,0,6,100,0,First_Pull,True,false,Melbourne  Australia,18197906,2900,jarshwah,closed,Fixed #22988 - incorrect introspection test,2014-07-10T02:25:05Z,72014,10/07/2014 04:49,,144,Very Fast,charettes,,closed,f11f70b0166e2afe18068454a134bd28e7b1d2c4,011abb7d96c75f6154c15a8a0f997d8c27698679,,0,no comments,1,1 commit,2,PirosB3,jarshwah|charettes,2,2,4,some lines,1,1 file,tests/introspection,tests/introspection/tests.py,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,5,4 to 6 followers,has followers,0,2062,0,no experience,0,0,0,0,First_Pull,True,false,Estonia  Tallinn,18221107,2901,Jyrno42,closed,Fixed #22956 -- Made PermissionManager.get_by_natural_key use the ...,2014-07-10T14:05:33Z,72014,31/07/2014 17:36,,30450,Very Slow,timgraham,,closed,788f035e807efde964bed9f032107e63aef69ee7,849538d03df21b69f0754a38ee4ec5f48fa02c52,,4,has comments,3,some commits,2,,Jyrno42|timgraham,84,4,88,many lines,2,some files,django/contrib/auth/fixtures|django/contrib/auth/fixtures,django/contrib/auth/fixtures/contenttypes_default.json|django/contrib/auth/fixtures/contenttypes_other.json,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,65,more than 10,has followers,1,2224,62,very experienced,1,61,98,1,25%,False,false,,18247179,2902,claudep,closed,Fixed #22267 -- Fixed unquote/quote in smart_urlquote,2014-07-10T21:19:59Z,72014,15/09/2014 12:44,,95964,Very Slow,timgraham,,closed,d9a04c7a36b78fd9fa551c5a3dddd6e7b7bd69f9,2c0ec04225cb286a9bbd36b75a9b02fa0aca613b,,7,has comments,3,some commits,4,,claudep|timgraham,78,21,99,many lines,3,some files,django/utils|tests/template_tests|tests/utils_tests,django/utils/html.py|tests/template_tests/filters.py|tests/utils_tests/test_html.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,20,more than 10,has followers,1,1790,7,Regular,0,7,100,0,First_Pull,True,false,Melbourne  Australia,18265531,2903,jarshwah,closed,Fixed #23001 -- Fixed mixing defer and annotations,2014-07-11T08:10:35Z,72014,12/08/2014 23:20,,46989,Very Slow,timgraham,,closed,cf30785b5e04f5d83a3a5f84450a2082c603ec3f,4e4c10bc6155d4a0eab117ad4c8afdf53853f5e0,,0,no comments,2,some commits,9,PirosB3,jarshwah|timgraham,46,2,48,many lines,4,some files,django/db/models|tests/defer_regress|django/db/models|tests/aggregation,django/db/models/query_utils.py|tests/defer_regress/tests.py|django/db/models/query.py|tests/aggregation/tests.py,core,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,75,more than 10,has followers,109,1885,0,no experience,0,0,0,0,First_Pull,True,false,Mount Pleasant  New York,18293940,2904,frewsxcv,closed,Alphabetize django.utils sections in docs,2014-07-11T18:29:41Z,72014,16/07/2014 17:54,,7165,Medium,timgraham,,closed,f395de341b78dd785619fd6ca488889dc7874dca,4e4c10bc6155d4a0eab117ad4c8afdf53853f5e0,,2,has comments,2,some commits,1,Starou,frewsxcv|timgraham,114,114,228,many lines,1,1 file,docs/ref,docs/ref/utils.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,49,more than 10,has followers,51,2755,7,Regular,0,7,100,0,First_Pull,True,false,Berlin  Germany,18299387,2906,blueyed,closed,Add a Makefile  which allows for easy `make test`,2014-07-11T20:17:05Z,72014,12/07/2014 17:21,,1264,Fast,timgraham,,closed,194c68032da9302eec932d52749f332205fa377b,4e4c10bc6155d4a0eab117ad4c8afdf53853f5e0,,0,no comments,1,1 commit,0,,blueyed|timgraham,23,0,23,many lines,1,1 file,root,Makefile,external,true,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,65,more than 10,has followers,1,2224,65,very experienced,1,64,98,1,25%,False,false,,18316111,2910,claudep,closed,Fixed #22996 -- Prevented crash with unencoded query string (Python 3),2014-07-12T17:42:49Z,72014,19/08/2014 23:55,,55092,Very Slow,timgraham,,closed,6b4a160ef0b281fad611656989b98e822a69a3c9,132d0e516e5881cb3f6445e9d84e01c9f2123254,,4,has comments,1,1 commit,17,claudep,claudep|jorgecarleitao|timgraham,43,13,56,many lines,5,many files,django/http|docs/releases|docs/releases|tests/handlers|tests/httpwrappers,django/http/request.py|docs/releases/1.6.6.txt|docs/releases/1.7.txt|tests/handlers/tests.py|tests/httpwrappers/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,0,no followers,no followers,0,958,0,no experience,0,0,0,0,First_Pull,True,false,,18322162,2911,keelung,closed,not just .py but also .pyc file while fetching management commands,2014-07-13T10:23:52Z,72014,13/07/2014 18:56,,512,Very Fast,timgraham,,closed,be38c5bcc8b6d641d210cbcf0508605223366778,22b2fb0ba1d130c0ff0e1658ee9c2224a619a4a7,,0,no comments,542,many commits,0,,keelung|timgraham,6002,3246,9248,many lines,637,many files,root,,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,16,more than 10,has followers,12,2256,14,experienced,6,8,57,42,26% to 50%,False,false,South Bend  Indiana,18329257,2913,collinanderson,closed,Fixed #22991 -- Autoreloading *.pyc files,2014-07-14T01:54:18Z,72014,14/07/2014 19:47,,1073,Very Fast,claudep,,closed,e5a5beeb3172356a4c8eaf04385a682726772966,efe87d3e48df9b7470a3006eeb7322f12b368fdf,,0,no comments,1,1 commit,4,timgraham,collinanderson|keelung|claudep,8,3,11,some lines,1,1 file,django/utils,django/utils/autoreload.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,53,more than 10,has followers,0,2266,39,very experienced,5,34,87,12,25%,False,false,Espoo  Finland,18344724,2914,akaariai,closed,Fixes for a couple of regression in generic foreign key handling,2014-07-14T12:09:20Z,72014,14/07/2014 14:54,,164,Very Fast,timgraham,,closed,5224feea40478b278733443897b5c21453e832bb,7affb4ad58e7ee93e4cca0c350315c63035ed648,,2,has comments,2,some commits,29,PirosB3,akaariai|timgraham,39,8,47,many lines,5,many files,tests/generic_relations|django/db/models|tests/admin_views|tests/admin_views|tests/model_meta,tests/generic_relations/tests.py|django/db/models/options.py|tests/admin_views/admin.py|tests/admin_views/tests.py|tests/model_meta/test.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,22,more than 10,has followers,15,1881,12,experienced,2,10,83,16,25%,False,false,Colorado,18359429,2916,gavinwahl,closed,Fixed #22998: Updated the fast_delete logic for GFKs,2014-07-14T16:44:41Z,72014,16/07/2014 17:30,,2925,Fast,timgraham,,closed,f37c5acd069955ecc4c28eba864a7bccea0eedc2,f7a78f9bba4efd0231aec0326a73fdbd004d1faa,,0,no comments,1,1 commit,1,PirosB3,gavinwahl|timgraham,41,4,45,many lines,3,some files,django/db/models|tests/generic_relations_regress|tests/generic_relations_regress,django/db/models/deletion.py|tests/generic_relations_regress/models.py|tests/generic_relations_regress/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,2,829,34,very experienced,2,32,94,5,25%,False,false,India,18372273,2919,coder9042,closed,Fixed #19508 -- Non UTF-8 now remain url encoded.,2014-07-14T20:34:07Z,72014,14/08/2014 17:58,,44484,Very Slow,timgraham,,closed,c4a643a425a1e263f22370283542d51c3a640d4f,b8d255071ead897cf68120cd2fae7c91326ca2cc,,4,has comments,1,1 commit,4,coder9042,coder9042|timgraham|loic,70,10,80,many lines,3,some files,django/core/handlers|django/test|tests/handlers,django/core/handlers/wsgi.py|django/test/client.py|tests/handlers/tests.py,external,true,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,7,2106,0,no experience,0,0,0,0,First_Pull,True,false,Saratoga  CA,18376748,2920,dnozay,closed,Fixes #23028: inspectdb should handle unique_together,2014-07-14T21:54:37Z,72014,18/07/2014 16:11,,5417,Medium,timgraham,,closed,254f5bf23a6b36487461d8673646b3fbf8c26c66,015496539247b24c73b163f279ae8c8d3ccefc4c,,8,has comments,2,some commits,16,timgraham,dnozay|timgraham,40,5,45,many lines,5,many files,django/core/management/commands|tests/inspectdb|django/contrib/gis/management/commands|docs/releases|tests/inspectdb,django/core/management/commands/inspectdb.py|tests/inspectdb/tests.py|django/contrib/gis/management/commands/inspectdb.py|docs/releases/1.8.txt|tests/inspectdb/models.py,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,7,2106,1,little experience,0,1,100,0,First_Pull,True,false,Saratoga  CA,18385421,2921,dnozay,closed,django.db.backends.mysql - use CHAR instead of VARCHAR when appropriate.,2014-07-15T02:08:06Z,72014,05/08/2014 14:45,,30997,Very Slow,timgraham,,closed,ff2554f5948a18cfae981d981736ddc6bb7b7a8a,9a2ab629776735fae2c9184dc4b9d9029bad15b2,,0,no comments,2,some commits,10,PirosB3,dnozay|timgraham,27,3,30,many lines,4,some files,django/db/backends|django/db/backends/mysql|django/db/backends/mysql|django/db/models/fields,django/db/backends/creation.py|django/db/backends/mysql/creation.py|django/db/backends/mysql/introspection.py|django/db/models/fields/__init__.py,core,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,10,7 to 10 followers,has followers,19,753,0,no experience,0,0,0,0,First_Pull,True,false,New York,18419879,2926,djds23,closed,Update reusable-apps.txt,2014-07-15T16:45:54Z,72014,16/07/2014 18:26,,1540,Fast,timgraham,,closed,e5eda636394fffa648bf64174f6aa3d76897660b,9a2ab629776735fae2c9184dc4b9d9029bad15b2,,0,no comments,1,1 commit,0,,djds23|timgraham,2,1,3,some lines,1,1 file,docs/intro,docs/intro/reusable-apps.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,0,no followers,no followers,0,958,1,little experience,0,1,100,0,First_Pull,True,false,,18445361,2927,keelung,closed,Failed to load management commands after freezing by cx_freeze,2014-07-16T01:25:55Z,72014,16/07/2014 17:19,,953,Very Fast,timgraham,,closed,de709001c45c6646ecf39689949e3011ae5be197,015496539247b24c73b163f279ae8c8d3ccefc4c,,0,no comments,557,many commits,0,,keelung|jorgecarleitao|timgraham,5788,3178,8966,many lines,653,many files,root,,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,26,more than 10,has followers,43,2786,0,no experience,0,0,0,0,First_Pull,True,false,Toronto  Ontario,18477834,2929,bartek,closed,Adjust reference to pk in RedirectView.get_redirect_url doc,2014-07-16T16:09:36Z,72014,16/07/2014 17:24,,75,Very Fast,timgraham,,closed,6c82655f4669639b2fd325d8d8d1a910edbcecb5,5954aa6db084b9e81960f095d2145c876fdbece4,,0,no comments,1,1 commit,0,,bartek|timgraham,1,1,2,some lines,1,1 file,docs/ref/class-based-views,docs/ref/class-based-views/base.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,0,no followers,no followers,0,495,0,no experience,0,0,0,0,First_Pull,True,false,Baku  Azerbaijan,18521252,2930,elvinmakhmudov,closed,Stable/1.7.x,2014-07-17T10:55:01Z,72014,17/07/2014 12:54,,119,Very Fast,aaugustin,,closed,63ae8de8fcc2fff581608ff0587f6497b38ba909,b8d255071ead897cf68120cd2fae7c91326ca2cc,,0,no comments,561,many commits,0,,elvinmakhmudov|aaugustin,5665,3168,8833,many lines,655,many files,root,,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,2,829,35,very experienced,2,33,94,5,25%,False,false,India,18617602,2932,coder9042,closed,Fixed #19508 -- Used uri_to_iri.,2014-07-19T04:35:06Z,72014,15/10/2014 19:37,,127622,Very Slow,loic,,closed,90416aafe4de0008e73cbf5f6f10de659642ccf2,75790808993691d2869db577df6db47ecbef6f5a,,47,has comments,1,1 commit,20,timgraham,coder9042|loic|timgraham|berkerpeksag,208,42,250,many lines,10,many files,django/core/handlers|django/core/servers|django/test|django/utils|docs/ref|docs/ref|docs/releases|tests/handlers|tests/text|tests/utils_tests,django/core/handlers/wsgi.py|django/core/servers/basehttp.py|django/test/client.py|django/utils/encoding.py|docs/ref/unicode.txt|docs/ref/utils.txt|docs/releases/1.8.txt|tests/handlers/tests.py|tests/text/tests.py|tests/utils_tests/test_encoding.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,14,more than 10,has followers,21,1393,1,little experience,0,1,100,0,First_Pull,True,false,,18669190,2934,colons,closed,Replace instances of ´his/her´ with ´their´,2014-07-21T18:01:02Z,72014,21/07/2014 19:51,,110,Very Fast,timgraham,,closed,64b2d62b854adb7e391810975dac7d8bd2c17d67,3f1412ff7bbfd7b1a15b7ed8c574ee8ba5aa6309,,0,no comments,1,1 commit,7,,colons|timgraham,11,11,22,many lines,6,many files,django/contrib/auth|django/contrib/auth|docs/internals/contributing|docs/ref/contrib|docs/topics/auth|docs/topics/auth,django/contrib/auth/forms.py|django/contrib/auth/models.py|docs/internals/contributing/committing-code.txt|docs/ref/contrib/auth.txt|docs/topics/auth/customizing.txt|docs/topics/auth/default.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,14,more than 10,has followers,21,1393,2,little experience,0,2,100,0,First_Pull,True,false,,18669312,2935,colons,closed,Pluralise ´group´ in explanation of what groups do to permissions,2014-07-21T18:03:02Z,72014,21/07/2014 20:05,,122,Very Fast,timgraham,,closed,862223a03f2ae76ff1288869366106ccc6793671,8fbf13a6c85d68b996bc09cb6e8c969e5e32005b,,0,no comments,2,some commits,1,colons,colons|timgraham,1,1,2,some lines,1,1 file,django/contrib/auth,django/contrib/auth/forms.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,4,4 to 6 followers,has followers,0,683,0,no experience,0,0,0,0,First_Pull,True,false,,18674093,2936,dgreisen-cfpb,closed,When RemoteUser authentication fails  logout any user,2014-07-21T19:25:11Z,72014,12/08/2014 23:24,,31919,Very Slow,timgraham,,closed,66fb3ac3e2dd569a53c8e9da8ef9ccd53612f965,3f1412ff7bbfd7b1a15b7ed8c574ee8ba5aa6309,,0,no comments,1,1 commit,0,,dgreisen-cfpb|timgraham,6,0,6,some lines,1,1 file,django/contrib/auth,django/contrib/auth/middleware.py,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,14,more than 10,has followers,29,1771,0,no experience,0,0,0,0,First_Pull,True,false,Southampton,18684874,2937,rprince,closed,Warning to reader that the regex capture group name has changed,2014-07-21T22:37:58Z,72014,22/07/2014 18:01,,1163,Fast,timgraham,,closed,c02f331c32adc956d7ef7ccc38ec08adb5d4a400,b4cf7e3d1de2d9700812872b04f6fe8eb88e8bff,,0,no comments,1,1 commit,0,,rprince|timgraham,2,0,2,some lines,1,1 file,docs/intro,docs/intro/tutorial04.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,6,4 to 6 followers,has followers,0,1723,3,little experience,2,1,33,66,51% to 75%,False,false,Nijmegen  Netherlands,18686018,2938,dekkers,closed,Fixed #23071 -- Use last migration´s name in dependency to other app,2014-07-21T23:05:33Z,72014,25/07/2014 15:53,25/07/2014 15:53,5328,Medium,andrewgodwin,andrewgodwin,merged,3582698c138a7a311d12a57d0b35359815e8dbc9,b4cf7e3d1de2d9700812872b04f6fe8eb88e8bff,,0,no comments,1,1 commit,18,andrewgodwin,dekkers|andrewgodwin,9,65,74,many lines,9,many files,django/db/migrations|django/db/migrations|tests/migrations|tests/migrations|tests/migrations/test_migrations_latest|tests/migrations/test_migrations_latest|tests/migrations/test_migrations_latest_basic|tests/migrations/test_migrations_latest_basic|tests/migrations/test_migrations_latest_basic,django/db/migrations/autodetector.py|django/db/migrations/loader.py|tests/migrations/test_autodetector.py|tests/migrations/test_loader.py|tests/migrations/test_migrations_latest/0001_initial.py|tests/migrations/test_migrations_latest/__init__.py|tests/migrations/test_migrations_latest_basic/0001_initial.py|tests/migrations/test_migrations_latest_basic/0002_second.py|tests/migrations/test_migrations_latest_basic/__init__.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,3,1 to 3 followers,has followers,2,1063,0,no experience,0,0,0,0,First_Pull,True,false,,18695970,2939,mr-africa,closed,fix typo in the documentation ,2014-07-22T05:49:31Z,72014,22/07/2014 17:28,,699,Very Fast,timgraham,,closed,2e482a59ea44d4298ac276d8ee043f43c0ba3349,b4cf7e3d1de2d9700812872b04f6fe8eb88e8bff,,0,no comments,1,1 commit,1,,mr-africa|timgraham,1,1,2,some lines,1,1 file,docs/ref/contrib/admin,docs/ref/contrib/admin/index.txt,external,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,12,more than 10,has followers,0,1787,0,no experience,0,0,0,0,First_Pull,True,false,Slovenia,18704048,2940,kostko,closed,Fixed #23076 - Fix cascaded deletion of polymorphic models,2014-07-22T09:48:30Z,72014,23/10/2014 23:36,,134687,Very Slow,timgraham,,closed,d15c997efa24996683129c271ffac65fcb3ee828,7a893ee77171d6cc37ffd40d67af6161633235e0,,0,no comments,3,some commits,0,,kostko|kezabelle|timgraham,88,50,138,many lines,1,1 file,.tx,.tx/config,core,false,false,no contribution
django/django,1305,15621,15621,Python,6243,73,815,false,21,2,1 to 3 followers,has followers,1,1319,4,little experience,1,3,75,25,25%,False,false,Germany,18739429,2942,schmitch,closed,Fixed #23078 -- Removed the interactive=True variable,2014-07-22T20:27:19Z,72014,23/07/2014 12:54,,987,Very Fast,timgraham,,closed,d7161161654aa8f9cc344d410102451942a8a328,731f313d604a6cc141f36d8a1ba9a75790c70154,,3,has comments,3,some commits,1,,schmitch|timgraham,410,219,629,many lines,3,some files,root|django/contrib/contenttypes/tests|django/contrib/contenttypes,AUTHORS|django/contrib/contenttypes/tests/tests.py|django/contrib/contenttypes/management.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,186,more than 10,has followers,0,1917,13,experienced,3,10,76,23,25%,False,false,San Francisco  CA,18740074,2943,mattrobenolt,closed,Split Content-Length header out into it´s own ContentLengthMiddleware,2014-07-22T20:38:06Z,72014,01/08/2014 13:58,,14000,Slow,timgraham,,closed,72ddaccd8b8d73c57af7ac6840db1d59b068d809,731f313d604a6cc141f36d8a1ba9a75790c70154,,0,no comments,1,1 commit,0,,mattrobenolt|charettes|timgraham,44,25,69,many lines,2,some files,django/middleware|tests/middleware,django/middleware/http.py|tests/middleware/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,1,1 to 3 followers,has followers,0,1499,14,experienced,1,13,92,7,25%,False,false,London,18754519,2944,slurms,closed,Fixed #23078 -- update_contenttypes will always be non-interactive.,2014-07-23T03:04:24Z,72014,23/07/2014 12:47,,583,Very Fast,timgraham,,closed,dfc6714bd30600d639e5bc653cbaa49ce3fc5aae,731f313d604a6cc141f36d8a1ba9a75790c70154,,2,has comments,1,1 commit,1,,slurms|charettes|timgraham,35,1,36,many lines,3,some files,root|django/contrib/contenttypes|tests/contenttypes_tests,AUTHORS|django/contrib/contenttypes/management.py|tests/contenttypes_tests/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,122,more than 10,has followers,79,1763,5,little experience,3,2,40,60,51% to 75%,False,false,,18766216,2946,mitar,closed,Made virtual_only consistent in contribute_to_class,2014-07-23T09:59:19Z,72014,01/08/2014 11:49,,13070,Slow,timgraham,,closed,3aa48cf8bb3091400de90407ce8aa01f957acf83,731f313d604a6cc141f36d8a1ba9a75790c70154,,0,no comments,1,1 commit,1,PirosB3,mitar|timgraham,19,18,37,many lines,6,many files,django/contrib/contenttypes|django/contrib/gis/db/models|django/db/models/fields|django/db/models/fields|django/db/models/fields|django/db/models/fields,django/contrib/contenttypes/fields.py|django/contrib/gis/db/models/fields.py|django/db/models/fields/__init__.py|django/db/models/fields/files.py|django/db/models/fields/related.py|django/db/models/fields/subclassing.py,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,281,more than 10,has followers,0,1654,76,very experienced,30,46,60,39,26% to 50%,False,false,Paris  France,18772522,2947,aaugustin,closed,Team organization,2014-07-23T12:34:16Z,72014,01/08/2014 13:31,,13017,Slow,timgraham,,closed,aa0941f8424eb162c064f481f192d72238b421ae,faacc54ac8601e8bdbfdc8651d68267d570a9c4b,,21,has comments,7,many commits,25,aaugustin,aaugustin|coderanger|jMyles|timgraham|funkybob|manfre|jezdez|shaib|treyhunner|airstrike|loic,319,117,436,many lines,15,many files,docs/internals|docs/internals/contributing|docs/internals/contributing|docs/internals/contributing|docs/internals|docs/internals|docs/internals|docs/internals|docs/internals|docs/internals|docs/internals|docs/internals/contributing|docs|docs/faq|docs/internals/contributing/writing-code,docs/internals/organization.txt|docs/internals/contributing/committing-code.txt|docs/internals/contributing/new-contributors.txt|docs/internals/contributing/triaging-tickets.txt|docs/internals/git.txt|docs/internals/index.txt|docs/internals/mailing-lists.txt|docs/internals/release-process.txt|docs/internals/roles.txt|docs/internals/security.txt|docs/internals/team.txt|docs/internals/contributing/bugs-and-features.txt|docs/index.txt|docs/faq/general.txt|docs/internals/contributing/writing-code/working-with-git.txt,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,46,more than 10,has followers,0,2250,1,little experience,1,0,0,100,more than 75%,False,false,London  UK,18805345,2948,danielroseman,closed,Migration operation docs fixes,2014-07-23T21:45:35Z,72014,24/07/2014 13:43,,957,Very Fast,timgraham,,closed,2a3a8b6d51b759a253674b73b45c9d895c6b1f8d,8568e7cfa4fb87cd0a9ead1b3fbb7a39d19e98b9,,0,no comments,2,some commits,0,,danielroseman|timgraham,4,3,7,some lines,1,1 file,docs/ref,docs/ref/migration-operations.txt,external,false,false,some contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,7,7 to 10 followers,has followers,2,829,36,very experienced,2,34,94,5,25%,False,false,India,18851417,2949,coder9042,closed,Fixed #21707 -- Checked for missing context when ´super´ used in base te...,2014-07-24T17:28:23Z,72014,24/07/2014 18:25,,57,Very Fast,timgraham,,closed,b0bca9a21eedb95f9abc8c3a1b93e980c892029d,5f919b9c81a26832f98033335a601ec1ca718db7,,2,has comments,1,1 commit,3,coder9042,coder9042|timgraham,8,0,8,some lines,3,some files,django/template|docs/releases|tests/template_tests,django/template/loader_tags.py|docs/releases/1.8.txt|tests/template_tests/tests.py,external,true,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,1,1 to 3 followers,has followers,0,1499,15,experienced,1,14,93,6,25%,False,false,London,18854930,2951,slurms,closed,Fixed #18763 -- Added with_perm() to User manager.,2014-07-24T18:29:48Z,72014,27/10/2014 13:15,,136425,Very Slow,timgraham,,closed,89377e55a18dbed19cb87bbaa4a62cc2b673a1b3,8f9d6e83a005901bc2a368a28017ee52a8c081f8,,9,has comments,1,1 commit,16,timgraham,slurms|timgraham,132,5,137,many lines,7,many files,django/contrib/auth|django/contrib/auth|django/contrib/auth/tests|docs/ref/contrib|docs/releases|docs/topics/auth|tests/admin_views,django/contrib/auth/backends.py|django/contrib/auth/models.py|django/contrib/auth/tests/test_models.py|docs/ref/contrib/auth.txt|docs/releases/1.8.txt|docs/topics/auth/customizing.txt|tests/admin_views/tests.py,external,false,false,many contributions
django/django,1305,15621,15621,Python,6243,73,815,false,21,1,1 to 3 followers,has followers,0,1499,16,very experienced,1,15,93,6,25%,False,false,London,18861382,2952,slurms,closed,Fixed #22849 -- Added Session.__str__(),2014-07-24T20:21:34Z,72014,24/07/2014 22:16,24/07/2014 22:16,115,Very Fast,timgraham,timgraham,merged,b157ffdbb97576a60995e719575ee733bba17508,64e75c47ef8dd3c61b85798c7bb34e48c52ccc96,,3,has comments,1,1 commit,0,,slurms|timgraham|charettes,16,0,16,some lines,2,some files,django/contrib/sessions|django/contrib/sessions,django/contrib/sessions/models.py|django/contrib/sessions/tests.py,external,false,false,many contributions
